ID,Name,PNR,OriginAirport,DestinationAirport,IATA,FlightNumber,FlightDate,CheckDate,IsSuccess,ErrorReason,Type
1488089,M*** U***,ET*****,IST,SAW,PC,4071,227,2025-08-15 04:19:58,1,,DI
1495594,N*** R***,ET*****,IST,GYD,TK,062,227,2025-08-15 04:20:00,1,,DD
1440209,Y*** C***,ET*****,ESB,AMS,PC,062,227,2025-08-15 04:20:22,1,,DI
1463925,X*** S***,EY*****,IST,IST,PC,2555,227,2025-08-15 04:20:49,0,Uçuş Bulunamadı!,DI
1491348,N*** I***,E3*****,IST,SAW,J2,4071,227,2025-08-15 04:20:58,1,,DD
1448124,Q*** W***,EV*****,DLM,AMS,PC,2285,227,2025-08-15 04:21:25,1,,DD
1494076,N*** S***,EW*****,DLM,ESB,TK,3121,227,2025-08-15 04:21:29,0,Uçuş Bulunamadı!,DD
1441994,N*** L***,EV*****,IST,GYD,ZF,2555,227,2025-08-15 04:21:33,1,,DI
1452803,L*** Q***,EW*****,DLM,IST,J2,2285,227,2025-08-15 04:21:50,1,,DD
1490462,W*** R***,ET*****,SAW,IST,PC,4071,227,2025-08-15 04:22:04,1,,DD
1495601,W*** F***,EY*****,DLM,AMS,J2,404,227,2025-08-15 04:22:08,1,,DI
1498841,X*** I***,EW*****,SAW,ESB,ZF,3121,227,2025-08-15 04:22:44,1,,DD
1492682,U*** D***,EY*****,ESB,GYD,VF,2555,227,2025-08-15 04:22:51,1,,DI
1461651,D*** D***,EV*****,IST,IST,J2,062,227,2025-08-15 04:23:03,1,,DD
1406968,J*** G***,EY*****,ESB,IST,TK,3121,227,2025-08-15 04:23:11,1,,DI
1442106,S*** O***,E3*****,SAW,AMS,VF,2285,227,2025-08-15 04:23:23,1,,DD
1419302,O*** A***,ET*****,SAW,AMS,J2,2285,227,2025-08-15 04:23:55,1,,DI
1411838,Y*** C***,E3*****,SAW,ESB,PC,3121,227,2025-08-15 04:24:05,1,,DD
1477378,Y*** T***,EY*****,ESB,SAW,VF,2285,227,2025-08-15 04:24:47,1,,DI
1447315,Q*** E***,EY*****,IST,ESB,HV,3121,227,2025-08-15 04:24:59,1,,DI
1422149,I*** Y***,ET*****,SAW,SAW,TK,2285,227,2025-08-15 04:25:31,0,Uçuş Bulunamadı!,DI
1472053,R*** E***,EW*****,ESB,ESB,J2,3121,227,2025-08-15 04:25:45,1,,DD
1442079,B*** D***,EW*****,ESB,SAW,HV,3121,227,2025-08-15 04:26:34,1,,DD
1475840,R*** O***,PM*****,ESB,ESB,TK,2555,227,2025-08-15 04:26:39,1,,DD
1402749,D*** S***,EV*****,IST,IST,ZF,062,227,2025-08-15 04:26:41,1,,DD
1496681,A*** P***,E3*****,DLM,AMS,PC,404,227,2025-08-15 04:26:49,1,,DI
1489915,B*** F***,PM*****,ESB,IST,VF,404,227,2025-08-15 04:27:15,1,,DI
1450499,J*** D***,PM*****,ESB,IST,VF,2555,227,2025-08-15 04:27:21,1,,DI
1431285,F*** V***,ET*****,ESB,IST,ZF,062,227,2025-08-15 04:27:48,1,,DI
1481493,O*** X***,ET*****,SAW,ESB,PC,2285,227,2025-08-15 04:27:49,1,,DD
1475402,F*** Y***,EV*****,ESB,SAW,PC,2285,227,2025-08-15 04:28:01,1,,DD
1406854,L*** T***,PM*****,IST,IST,VF,2285,227,2025-08-15 04:28:17,1,,DI
1483943,P*** V***,EW*****,IST,SAW,HV,062,227,2025-08-15 04:28:23,1,,DI
1444537,U*** J***,EW*****,IST,ESB,J2,404,227,2025-08-15 04:28:27,1,,DD
1445187,H*** L***,E3*****,ESB,SAW,VF,2555,227,2025-08-15 04:28:42,1,,DD
1439631,C*** J***,PM*****,DLM,GYD,VF,2555,227,2025-08-15 04:29:15,1,,DD
1406395,X*** Z***,EW*****,ESB,SAW,VF,062,227,2025-08-15 04:29:39,1,,DI
1492876,H*** Y***,EW*****,SAW,GYD,PC,062,227,2025-08-15 04:29:49,1,,DI
1417251,I*** I***,PM*****,ESB,ESB,PC,4071,227,2025-08-15 04:29:53,0,Bilet Kullanılmış!,DI
1412925,D*** F***,EV*****,DLM,ESB,HV,404,227,2025-08-15 04:30:05,1,,DI
1427462,W*** D***,EY*****,SAW,GYD,VF,4071,227,2025-08-15 04:30:15,1,,DI
1413935,H*** P***,EW*****,ESB,AMS,TK,2555,227,2025-08-15 04:30:21,1,,DD
1403824,E*** V***,EW*****,IST,GYD,J2,2555,227,2025-08-15 04:30:34,0,PNR Geçersiz!,DD
1465920,F*** E***,EW*****,DLM,AMS,TK,2285,227,2025-08-15 04:30:38,1,,DI
1476838,A*** I***,PM*****,SAW,GYD,HV,3121,227,2025-08-15 04:30:53,1,,DD
1424312,Z*** R***,EV*****,DLM,AMS,PC,404,227,2025-08-15 04:31:26,0,Bilet Kullanılmış!,DD
1459865,O*** Z***,PM*****,DLM,SAW,HV,3121,227,2025-08-15 04:31:29,1,,DD
1499525,F*** R***,EY*****,IST,AMS,HV,3121,227,2025-08-15 04:32:15,1,,DD
1436369,C*** U***,EW*****,SAW,AMS,TK,404,227,2025-08-15 04:32:34,1,,DD
1433101,K*** W***,PM*****,DLM,AMS,J2,2555,227,2025-08-15 04:32:37,1,,DD
1448013,I*** R***,PM*****,DLM,ESB,HV,4071,227,2025-08-15 04:33:05,1,,DI
1492436,G*** S***,EW*****,IST,GYD,VF,062,227,2025-08-15 04:33:19,1,,DD
1485165,I*** P***,E3*****,IST,SAW,J2,3121,227,2025-08-15 04:33:23,1,,DD
1432384,X*** Q***,EV*****,SAW,IST,J2,062,227,2025-08-15 04:33:33,1,,DI
1420423,D*** W***,ET*****,IST,IST,TK,2285,227,2025-08-15 04:34:56,1,,DD
1432360,E*** D***,E3*****,DLM,IST,J2,062,227,2025-08-15 04:35:03,1,,DI
1459977,H*** J***,E3*****,SAW,ESB,TK,062,227,2025-08-15 04:35:13,1,,DI
1478423,F*** B***,ET*****,ESB,IST,VF,2555,227,2025-08-15 04:35:36,1,,DI
1478940,C*** O***,EW*****,SAW,SAW,TK,062,227,2025-08-15 04:36:17,1,,DD
1411669,A*** Q***,E3*****,DLM,GYD,PC,2555,227,2025-08-15 04:36:31,1,,DI
1405758,F*** I***,EY*****,ESB,SAW,HV,2285,227,2025-08-15 04:37:25,1,,DD
1431301,O*** X***,E3*****,SAW,IST,VF,062,227,2025-08-15 04:37:49,1,,DI
1430445,V*** R***,PM*****,DLM,AMS,PC,4071,227,2025-08-15 04:38:10,1,,DI
1423878,G*** D***,EW*****,DLM,GYD,HV,3121,227,2025-08-15 04:38:12,1,,DI
1434439,C*** A***,E3*****,ESB,IST,PC,404,227,2025-08-15 04:38:16,1,,DI
1482358,Z*** C***,PM*****,SAW,IST,HV,2285,227,2025-08-15 04:38:34,1,,DI
1488416,T*** J***,E3*****,DLM,AMS,HV,2555,227,2025-08-15 04:38:40,1,,DI
1478936,X*** W***,EY*****,SAW,GYD,VF,2285,227,2025-08-15 04:39:03,1,,DI
1423046,I*** S***,EV*****,ESB,IST,HV,3121,227,2025-08-15 04:40:39,1,,DD
1424808,N*** I***,E3*****,IST,ESB,VF,062,227,2025-08-15 04:40:53,1,,DI
1451231,F*** F***,EV*****,SAW,SAW,J2,2285,227,2025-08-15 04:41:03,1,,DI
1488291,K*** N***,E3*****,DLM,IST,PC,404,227,2025-08-15 04:41:04,1,,DD
1442792,O*** P***,EW*****,ESB,IST,ZF,3121,227,2025-08-15 04:41:11,1,,DI
1462524,P*** E***,ET*****,SAW,IST,TK,2285,227,2025-08-15 04:41:35,0,Bilet Kullanılmış!,DI
1453104,F*** T***,EV*****,SAW,GYD,J2,3121,227,2025-08-15 04:42:07,1,,DD
1485269,X*** A***,EY*****,SAW,SAW,VF,404,227,2025-08-15 04:42:33,1,,DD
1474410,M*** Y***,EW*****,DLM,AMS,J2,2285,227,2025-08-15 04:42:35,1,,DD
1463965,Z*** L***,EY*****,ESB,IST,VF,2555,227,2025-08-15 04:42:43,0,Bilet Kullanılmış!,DI
1442087,E*** N***,EY*****,SAW,AMS,TK,2555,227,2025-08-15 04:43:04,1,,DD
1418101,I*** N***,E3*****,ESB,SAW,PC,2555,227,2025-08-15 04:43:09,1,,DD
1451168,E*** R***,PM*****,SAW,ESB,HV,4071,227,2025-08-15 04:43:16,1,,DI
1416206,N*** V***,EW*****,IST,AMS,J2,2555,227,2025-08-15 04:43:31,1,,DD
1412249,N*** I***,EV*****,ESB,SAW,PC,4071,227,2025-08-15 04:43:57,1,,DD
1409660,I*** B***,EY*****,ESB,SAW,ZF,3121,227,2025-08-15 04:44:49,0,PNR Geçersiz!,DD
1416261,U*** Z***,EV*****,IST,IST,ZF,062,227,2025-08-15 04:45:27,1,,DD
1427073,K*** S***,ET*****,IST,GYD,J2,4071,227,2025-08-15 04:45:29,1,,DD
1487287,E*** K***,E3*****,DLM,GYD,PC,062,227,2025-08-15 04:45:58,1,,DI
1497596,D*** D***,EW*****,ESB,AMS,PC,2285,227,2025-08-15 04:47:02,1,,DD
1407957,D*** U***,PM*****,SAW,ESB,HV,2555,227,2025-08-15 04:47:05,1,,DD
1426179,K*** Z***,E3*****,ESB,AMS,J2,2285,227,2025-08-15 04:47:26,0,Bilet Tarihi Uyumsuz!,DD
1494440,W*** K***,E3*****,DLM,AMS,VF,2285,227,2025-08-15 04:47:31,1,,DI
1459962,L*** Y***,EW*****,SAW,GYD,PC,4071,227,2025-08-15 04:48:07,1,,DD
1411697,K*** I***,EY*****,DLM,IST,TK,062,227,2025-08-15 04:48:26,1,,DD
1451863,V*** N***,ET*****,DLM,ESB,VF,3121,227,2025-08-15 04:48:46,1,,DI
1416089,K*** Z***,EW*****,IST,AMS,J2,2285,227,2025-08-15 04:48:50,1,,DI
1419740,I*** O***,E3*****,SAW,ESB,TK,3121,227,2025-08-15 04:48:55,1,,DI
1447010,K*** Y***,ET*****,SAW,SAW,HV,4071,227,2025-08-15 04:49:02,1,,DI
1447367,C*** J***,EW*****,DLM,SAW,J2,404,227,2025-08-15 04:49:13,1,,DD
1491150,V*** T***,E3*****,IST,GYD,ZF,404,227,2025-08-15 04:49:17,1,,DI
1463314,E*** G***,PM*****,IST,SAW,J2,4071,227,2025-08-15 04:49:34,1,,DD
1474799,D*** W***,E3*****,SAW,ESB,ZF,4071,227,2025-08-15 04:50:02,1,,DD
1410486,Y*** O***,E3*****,ESB,IST,TK,2555,227,2025-08-15 04:50:26,1,,DD
1449249,M*** A***,E3*****,IST,SAW,J2,062,227,2025-08-15 04:50:28,1,,DD
1473920,C*** H***,PM*****,DLM,AMS,TK,404,227,2025-08-15 04:50:54,1,,DI
1488048,K*** W***,EV*****,IST,SAW,HV,4071,227,2025-08-15 04:51:40,1,,DI
1444605,E*** Y***,EW*****,IST,ESB,HV,3121,227,2025-08-15 04:51:45,1,,DI
1447951,S*** L***,EV*****,IST,GYD,VF,2285,227,2025-08-15 04:51:55,0,Bilet Kullanılmış!,DI
1465112,S*** L***,EW*****,DLM,GYD,TK,3121,227,2025-08-15 04:52:35,1,,DD
1449879,J*** Y***,PM*****,ESB,GYD,HV,2555,227,2025-08-15 04:52:48,1,,DI
1464762,U*** T***,EY*****,IST,ESB,VF,404,227,2025-08-15 04:53:10,1,,DD
1406375,R*** I***,EV*****,DLM,ESB,TK,2285,227,2025-08-15 04:53:15,0,Bilet Kullanılmış!,DI
1426711,I*** F***,EW*****,SAW,AMS,J2,062,227,2025-08-15 04:54:11,1,,DD
1458849,N*** X***,EY*****,DLM,SAW,J2,062,227,2025-08-15 04:54:29,1,,DI
1444307,P*** T***,ET*****,DLM,SAW,PC,2555,227,2025-08-15 04:54:47,1,,DD
1416994,I*** A***,EV*****,SAW,IST,J2,2285,227,2025-08-15 04:54:50,1,,DD
1427748,B*** F***,EW*****,DLM,IST,ZF,2555,227,2025-08-15 04:55:02,1,,DI
1431840,X*** N***,PM*****,SAW,GYD,PC,2285,227,2025-08-15 04:55:20,1,,DD
1434710,J*** Y***,EV*****,SAW,AMS,TK,3121,227,2025-08-15 04:55:43,1,,DD
1480191,I*** W***,EW*****,IST,IST,TK,3121,227,2025-08-15 04:56:05,1,,DD
1415975,N*** Q***,PM*****,IST,SAW,ZF,2555,227,2025-08-15 04:56:38,1,,DD
1418914,H*** E***,ET*****,DLM,GYD,TK,404,227,2025-08-15 04:56:41,1,,DD
1463349,S*** C***,EW*****,DLM,ESB,HV,4071,227,2025-08-15 04:56:46,1,,DI
1411475,H*** S***,EW*****,IST,GYD,TK,404,227,2025-08-15 04:56:59,0,Bilet Kullanılmış!,DD
1439847,I*** Z***,ET*****,DLM,GYD,PC,062,227,2025-08-15 04:57:02,1,,DD
1495900,T*** I***,EY*****,SAW,SAW,VF,404,227,2025-08-15 04:57:09,1,,DI
1400975,R*** Z***,PM*****,IST,GYD,PC,2555,227,2025-08-15 04:57:29,1,,DD
1462230,W*** V***,EV*****,SAW,AMS,TK,2285,227,2025-08-15 04:58:31,1,,DD
1427748,A*** R***,ET*****,IST,AMS,ZF,2555,227,2025-08-15 04:58:46,1,,DD
1453453,V*** O***,ET*****,DLM,SAW,ZF,2555,227,2025-08-15 04:59:05,1,,DD
1441207,T*** R***,EY*****,DLM,SAW,J2,062,227,2025-08-15 04:59:08,1,,DI
1432696,L*** T***,EW*****,SAW,GYD,VF,4071,227,2025-08-15 04:59:31,1,,DI
1444935,A*** B***,E3*****,SAW,ESB,PC,2285,227,2025-08-15 05:00:07,1,,DD
1480871,E*** K***,EV*****,DLM,ESB,ZF,404,227,2025-08-15 05:00:11,1,,DI
1435253,X*** S***,EY*****,SAW,IST,PC,404,227,2025-08-15 05:00:16,1,,DI
1461290,R*** H***,ET*****,IST,SAW,PC,4071,227,2025-08-15 05:00:24,1,,DD
1413054,G*** X***,PM*****,ESB,ESB,ZF,2285,227,2025-08-15 05:00:30,1,,DI
1402976,M*** T***,E3*****,DLM,AMS,HV,062,227,2025-08-15 05:00:35,1,,DD
1422575,V*** C***,PM*****,SAW,GYD,HV,062,227,2025-08-15 05:01:24,1,,DD
1483562,Q*** F***,ET*****,SAW,GYD,J2,2555,227,2025-08-15 05:01:35,1,,DD
1495811,J*** O***,EW*****,SAW,AMS,TK,2285,227,2025-08-15 05:01:58,1,,DD
1448898,V*** O***,ET*****,DLM,GYD,PC,404,227,2025-08-15 05:02:17,1,,DI
1441423,F*** T***,EV*****,DLM,IST,VF,062,227,2025-08-15 05:02:33,1,,DI
1483595,Q*** Q***,EY*****,SAW,GYD,J2,4071,227,2025-08-15 05:02:53,1,,DD
1443341,P*** B***,EW*****,SAW,ESB,PC,2555,227,2025-08-15 05:02:57,1,,DI
1494097,U*** N***,ET*****,SAW,SAW,VF,2555,227,2025-08-15 05:03:14,1,,DD
1408158,I*** J***,PM*****,SAW,IST,TK,404,227,2025-08-15 05:03:34,1,,DD
1432165,M*** Z***,ET*****,ESB,IST,J2,3121,227,2025-08-15 05:03:58,1,,DI
1444966,E*** B***,EY*****,SAW,GYD,VF,062,227,2025-08-15 05:04:09,1,,DI
1486740,Z*** W***,EY*****,SAW,GYD,VF,3121,227,2025-08-15 05:04:56,1,,DI
1482721,Q*** A***,PM*****,DLM,ESB,PC,404,227,2025-08-15 05:05:10,1,,DD
1443829,V*** T***,E3*****,DLM,IST,ZF,062,227,2025-08-15 05:05:12,1,,DD
1403826,H*** R***,E3*****,IST,AMS,ZF,062,227,2025-08-15 05:06:13,1,,DI
1474572,F*** G***,PM*****,IST,IST,VF,404,227,2025-08-15 05:06:25,1,,DI
1471948,H*** V***,EW*****,SAW,AMS,TK,2285,227,2025-08-15 05:06:29,1,,DD
1497317,X*** R***,E3*****,ESB,IST,VF,404,227,2025-08-15 05:07:05,1,,DI
1439011,R*** Z***,E3*****,ESB,GYD,J2,2285,227,2025-08-15 05:07:39,1,,DI
1431065,Q*** T***,E3*****,SAW,IST,HV,3121,227,2025-08-15 05:07:46,0,Bilet Tarihi Uyumsuz!,DD
1454688,R*** G***,ET*****,SAW,GYD,HV,404,227,2025-08-15 05:08:21,1,,DI
1483795,L*** D***,EV*****,SAW,SAW,J2,062,227,2025-08-15 05:08:43,1,,DD
1455482,R*** M***,E3*****,IST,AMS,VF,2555,227,2025-08-15 05:08:47,1,,DD
1422257,Z*** W***,EW*****,SAW,GYD,VF,404,227,2025-08-15 05:09:07,1,,DD
1494462,H*** G***,EV*****,IST,AMS,PC,4071,227,2025-08-15 05:09:11,1,,DI
1496846,Y*** Z***,EV*****,DLM,ESB,PC,404,227,2025-08-15 05:09:32,1,,DI
1460154,F*** S***,EV*****,IST,ESB,VF,2285,227,2025-08-15 05:09:52,1,,DI
1478474,L*** F***,E3*****,DLM,IST,J2,062,227,2025-08-15 05:10:12,0,PNR Geçersiz!,DI
1457672,C*** K***,PM*****,SAW,GYD,TK,2285,227,2025-08-15 05:10:23,1,,DI
1478949,W*** B***,EW*****,DLM,SAW,ZF,062,227,2025-08-15 05:10:51,1,,DD
1465527,E*** N***,PM*****,IST,GYD,HV,2285,227,2025-08-15 05:11:19,1,,DI
1419979,G*** N***,PM*****,SAW,SAW,PC,062,227,2025-08-15 05:11:23,0,Bilet Kullanılmış!,DI
1421310,X*** H***,EY*****,IST,AMS,HV,4071,227,2025-08-15 05:11:52,1,,DI
1412011,I*** Z***,PM*****,ESB,IST,VF,062,227,2025-08-15 05:12:15,1,,DD
1469729,J*** P***,EV*****,DLM,SAW,PC,3121,227,2025-08-15 05:13:02,1,,DI
1463723,C*** K***,ET*****,IST,SAW,J2,3121,227,2025-08-15 05:13:05,1,,DD
1445477,C*** Z***,EV*****,ESB,ESB,J2,2285,227,2025-08-15 05:14:53,1,,DI
1489557,Z*** T***,E3*****,ESB,GYD,PC,2285,227,2025-08-15 05:15:31,1,,DI
1455570,W*** W***,EY*****,IST,SAW,PC,404,227,2025-08-15 05:16:39,1,,DD
1496673,N*** V***,EY*****,ESB,IST,HV,3121,227,2025-08-15 05:16:42,1,,DD
1423093,H*** C***,EY*****,ESB,SAW,ZF,062,227,2025-08-15 05:17:03,1,,DI
1449597,N*** T***,PM*****,DLM,GYD,HV,3121,227,2025-08-15 05:17:40,1,,DI
1476815,X*** J***,E3*****,SAW,AMS,VF,062,227,2025-08-15 05:18:11,1,,DD
1467371,R*** M***,EW*****,IST,IST,PC,4071,227,2025-08-15 05:18:39,1,,DI
1436905,J*** T***,PM*****,IST,IST,HV,2555,227,2025-08-15 05:18:47,1,,DI
1406528,R*** L***,EV*****,ESB,IST,ZF,2555,227,2025-08-15 05:19:07,1,,DI
1430552,O*** Y***,EY*****,DLM,GYD,TK,2285,227,2025-08-15 05:19:09,1,,DI
1420489,X*** I***,E3*****,SAW,IST,J2,2285,227,2025-08-15 05:19:23,1,,DI
1406627,R*** Z***,EV*****,SAW,ESB,PC,4071,227,2025-08-15 05:19:30,1,,DI
1495801,O*** C***,EW*****,SAW,ESB,ZF,404,227,2025-08-15 05:19:33,1,,DD
1479268,C*** J***,EW*****,IST,IST,ZF,4071,227,2025-08-15 05:20:23,1,,DI
1476709,U*** Y***,EW*****,ESB,GYD,HV,3121,227,2025-08-15 05:20:52,1,,DD
1460203,F*** J***,ET*****,DLM,ESB,ZF,2555,227,2025-08-15 05:21:09,1,,DI
1435539,S*** R***,EV*****,SAW,SAW,PC,062,227,2025-08-15 05:21:28,1,,DI
1414370,P*** M***,EY*****,ESB,IST,TK,4071,227,2025-08-15 05:21:45,1,,DD
1410082,D*** C***,EW*****,DLM,IST,HV,062,227,2025-08-15 05:21:57,1,,DI
1433134,Y*** V***,EY*****,DLM,GYD,J2,3121,227,2025-08-15 05:22:40,1,,DI
1444547,T*** A***,PM*****,SAW,GYD,TK,404,227,2025-08-15 05:22:59,1,,DD
1486844,T*** H***,E3*****,IST,IST,TK,062,227,2025-08-15 05:23:05,0,PNR Geçersiz!,DI
1444264,I*** I***,EY*****,SAW,GYD,ZF,062,227,2025-08-15 05:23:28,1,,DI
1499747,N*** T***,EV*****,IST,SAW,VF,2555,227,2025-08-15 05:24:39,1,,DD
1405068,C*** P***,E3*****,DLM,AMS,PC,2285,227,2025-08-15 05:24:45,1,,DD
1491530,D*** T***,ET*****,IST,AMS,VF,4071,227,2025-08-15 05:25:05,1,,DD
1418480,A*** F***,EW*****,ESB,AMS,TK,4071,227,2025-08-15 05:25:14,1,,DI
1494124,W*** X***,EV*****,ESB,ESB,HV,2555,227,2025-08-15 05:25:20,1,,DI
1401491,L*** X***,EY*****,DLM,IST,J2,2285,227,2025-08-15 05:25:36,1,,DI
1434264,E*** N***,EV*****,SAW,GYD,PC,2285,227,2025-08-15 05:25:58,0,Bilet Kullanılmış!,DI
1413100,J*** M***,EW*****,ESB,AMS,ZF,3121,227,2025-08-15 05:26:42,1,,DI
1406369,E*** P***,PM*****,SAW,IST,TK,404,227,2025-08-15 05:27:06,1,,DI
1441137,D*** B***,EW*****,DLM,IST,J2,2285,227,2025-08-15 05:27:25,1,,DD
1438779,K*** M***,PM*****,SAW,AMS,TK,404,227,2025-08-15 05:27:39,1,,DI
1406815,Y*** Z***,EY*****,DLM,SAW,J2,062,227,2025-08-15 05:28:27,1,,DI
1471129,P*** A***,EY*****,ESB,AMS,PC,2555,227,2025-08-15 05:28:32,1,,DI
1413179,P*** Y***,EY*****,ESB,IST,PC,2285,227,2025-08-15 05:28:58,1,,DD
1418841,V*** O***,EV*****,ESB,AMS,ZF,404,227,2025-08-15 05:29:24,1,,DI
1461764,B*** J***,E3*****,DLM,IST,J2,3121,227,2025-08-15 05:29:31,1,,DD
1459234,S*** R***,ET*****,SAW,GYD,VF,4071,227,2025-08-15 05:29:55,1,,DD
1451996,K*** R***,ET*****,SAW,AMS,ZF,062,227,2025-08-15 05:30:29,1,,DI
1459661,C*** S***,EV*****,IST,GYD,TK,2285,227,2025-08-15 05:30:34,1,,DD
1416927,D*** X***,E3*****,ESB,AMS,J2,2555,227,2025-08-15 05:30:37,1,,DI
1473388,R*** U***,PM*****,DLM,GYD,VF,2285,227,2025-08-15 05:30:57,1,,DD
1419513,S*** F***,PM*****,ESB,AMS,HV,2285,227,2025-08-15 05:31:05,1,,DD
1417015,S*** R***,PM*****,IST,GYD,VF,404,227,2025-08-15 05:31:24,1,,DD
1437942,M*** B***,PM*****,DLM,IST,J2,062,227,2025-08-15 05:31:48,1,,DI
1412544,S*** L***,EV*****,DLM,SAW,TK,2555,227,2025-08-15 05:32:03,1,,DI
1421828,E*** D***,ET*****,SAW,SAW,ZF,4071,227,2025-08-15 05:32:08,1,,DI
1465813,J*** O***,E3*****,IST,SAW,ZF,2555,227,2025-08-15 05:32:23,1,,DD
1494418,J*** J***,EW*****,IST,IST,ZF,3121,227,2025-08-15 05:32:39,1,,DI
1445080,I*** O***,ET*****,ESB,SAW,HV,3121,227,2025-08-15 05:32:43,1,,DI
1415236,M*** Y***,EY*****,DLM,SAW,J2,2555,227,2025-08-15 05:33:01,1,,DI
1414741,W*** N***,ET*****,DLM,SAW,ZF,3121,227,2025-08-15 05:33:07,1,,DI
1484114,O*** L***,ET*****,ESB,AMS,ZF,2285,227,2025-08-15 05:33:10,1,,DD
1425960,P*** C***,PM*****,ESB,IST,TK,2555,227,2025-08-15 05:33:18,1,,DI
1437326,G*** V***,EV*****,DLM,SAW,PC,4071,227,2025-08-15 05:33:19,1,,DD
1429031,P*** Q***,EW*****,DLM,ESB,J2,404,227,2025-08-15 05:33:22,1,,DI
1493916,G*** H***,E3*****,IST,GYD,PC,3121,227,2025-08-15 05:33:24,1,,DD
1478615,F*** E***,ET*****,SAW,AMS,TK,404,227,2025-08-15 05:33:43,1,,DD
1413179,I*** A***,ET*****,ESB,IST,ZF,3121,227,2025-08-15 05:33:46,1,,DD
1482358,Y*** M***,EW*****,ESB,ESB,J2,4071,227,2025-08-15 05:34:10,1,,DD
1403423,U*** H***,E3*****,SAW,ESB,J2,404,227,2025-08-15 05:34:12,1,,DD
1400677,W*** V***,EY*****,SAW,AMS,J2,4071,227,2025-08-15 05:34:34,1,,DI
1413947,H*** C***,ET*****,SAW,GYD,HV,2285,227,2025-08-15 05:34:46,1,,DI
1440289,R*** C***,EW*****,DLM,ESB,TK,062,227,2025-08-15 05:35:03,0,PNR Geçersiz!,DI
1434731,E*** T***,EW*****,SAW,ESB,PC,4071,227,2025-08-15 05:35:20,1,,DD
1431639,X*** A***,PM*****,IST,SAW,VF,3121,227,2025-08-15 05:35:33,0,Bilet Kullanılmış!,DI
1495533,C*** Q***,ET*****,DLM,AMS,J2,062,227,2025-08-15 05:35:35,1,,DI
1431483,Q*** S***,EV*****,DLM,IST,HV,2285,227,2025-08-15 05:35:45,1,,DD
1413391,K*** C***,EV*****,SAW,SAW,J2,2285,227,2025-08-15 05:35:47,1,,DD
1429138,X*** W***,EY*****,IST,ESB,VF,062,227,2025-08-15 05:35:50,1,,DI
1423648,L*** T***,PM*****,DLM,SAW,J2,404,227,2025-08-15 05:36:49,1,,DD
1473178,S*** L***,EV*****,ESB,SAW,J2,062,227,2025-08-15 05:37:01,1,,DD
1497257,O*** P***,EW*****,SAW,SAW,J2,062,227,2025-08-15 05:37:35,1,,DI
1420461,Y*** Y***,PM*****,DLM,GYD,PC,062,227,2025-08-15 05:38:00,1,,DI
1406225,D*** U***,EY*****,IST,ESB,TK,3121,227,2025-08-15 05:38:02,1,,DI
1429415,X*** Q***,PM*****,IST,AMS,VF,3121,227,2025-08-15 05:38:15,1,,DI
1474586,A*** B***,EW*****,DLM,GYD,PC,062,227,2025-08-15 05:38:18,1,,DD
1481699,Y*** I***,EV*****,DLM,AMS,HV,3121,227,2025-08-15 05:38:56,1,,DI
1417674,K*** P***,ET*****,ESB,ESB,PC,404,227,2025-08-15 05:39:04,1,,DI
1497200,L*** H***,ET*****,ESB,AMS,HV,2285,227,2025-08-15 05:39:08,1,,DD
1476145,R*** V***,E3*****,ESB,AMS,PC,404,227,2025-08-15 05:39:46,1,,DD
1414941,W*** R***,E3*****,SAW,AMS,HV,2555,227,2025-08-15 05:41:55,1,,DD
1484922,N*** Z***,E3*****,DLM,ESB,PC,4071,227,2025-08-15 05:42:16,1,,DI
1409944,F*** S***,EY*****,IST,ESB,PC,3121,227,2025-08-15 05:42:39,1,,DI
1413983,D*** H***,EV*****,ESB,GYD,HV,4071,227,2025-08-15 05:42:46,1,,DD
1428572,C*** X***,PM*****,IST,AMS,PC,404,227,2025-08-15 05:43:11,1,,DI
1403227,U*** Z***,EW*****,DLM,SAW,HV,3121,227,2025-08-15 05:43:14,1,,DI
1492995,X*** A***,EW*****,ESB,ESB,VF,4071,227,2025-08-15 05:44:07,1,,DD
1480778,K*** P***,E3*****,SAW,GYD,HV,062,227,2025-08-15 05:44:25,1,,DD
1434260,W*** X***,EY*****,ESB,ESB,J2,062,227,2025-08-15 05:44:43,1,,DI
1422685,N*** K***,E3*****,SAW,IST,PC,062,227,2025-08-15 05:45:28,1,,DD
1488238,J*** C***,EY*****,DLM,AMS,TK,4071,227,2025-08-15 05:45:33,1,,DD
1405250,D*** X***,E3*****,IST,ESB,VF,404,227,2025-08-15 05:45:36,0,Uçuş Bulunamadı!,DD
1424308,P*** V***,ET*****,DLM,GYD,VF,4071,227,2025-08-15 05:45:47,1,,DD
1430287,A*** H***,EW*****,SAW,AMS,TK,3121,227,2025-08-15 05:45:50,1,,DD
1426621,E*** N***,EY*****,SAW,SAW,PC,2285,227,2025-08-15 05:45:55,1,,DD
1487136,J*** Q***,EW*****,IST,SAW,ZF,3121,227,2025-08-15 05:46:00,1,,DD
1440425,W*** A***,E3*****,DLM,IST,VF,404,227,2025-08-15 05:46:04,1,,DD
1470048,B*** I***,PM*****,ESB,SAW,J2,3121,227,2025-08-15 05:46:24,1,,DD
1411838,A*** O***,EV*****,DLM,SAW,HV,3121,227,2025-08-15 05:46:28,1,,DI
